2.69,-4.859311763
2.7,-5.093778959
2.71,-5.323260826
2.72,-5.547533398
2.73,-5.766377879
2.74,-5.979580844
2.75,-6.186934452
2.76,-6.38823664
2.77,-6.583291319
2.78,-6.771908559
2.79,-6.953904768
2.8,-7.12910287
2.81,-7.297332465
2.82,-7.458429992
2.83,-7.612238883
2.84,-7.758609707
2.85,-7.897400309
2.86,-8.028475942
2.87,-8.151709391
2.88,-8.266981089
2.89,-8.374179226
2.9,-8.473199855
2.91,-8.563946982
2.92,-8.646332656
2.93,-8.720277048
2.94,-8.785708524
2.95,-8.842563707
2.96,-8.890787536
2.97,-8.930333319
2.98,-8.961162766
2.99,-8.983246034
3,-8.996561745
3.01,-9.001097009
3.02,-8.996847438
3.03,-8.983817145
3.04,-8.962018742
3.05,-8.931473331
3.06,-8.892210481
3.07,-8.844268206
3.08,-8.787692927
3.09,-8.722539434
3.1,-8.648870832
3.11,-8.566758489
3.12,-8.476281969
3.13,-8.37752896
3.14,-8.270595194
3.15,-8.155584364
3.16,-8.032608023
3.17,-7.901785487
3.18,-7.763243726
3.19,-7.617117244
3.2,-7.463547955
3.21,-7.302685058
3.22,-7.134684891
3.23,-6.959710787
3.24,-6.777932928
3.25,-6.589528176
3.26,-6.394679913
3.27,-6.193577867
3.28,-5.986417927
3.29,-5.773401967
3.3,-5.554737642
3.31,-5.330638198
3.32,-5.101322262
3.33,-4.867013633
3.34,-4.627941064
3.35,-4.384338043
3.36,-4.136442562
3.37,-3.884496889
3.38,-3.628747323
3.39,-3.369443963
3.4,-3.10684045
3.41,-2.841193726
3.42,-2.572763773
3.43,-2.301813358
3.44,-2.028607773
3.45,-1.753414568
3.46,-1.476503285
3.47,-1.198145188
3.48,-0.918612995
3.49,-0.6381806
3.5,-0.357122801
3.51,-0.075715023
3.52,0.205766955
3.53,0.487047281
3.54,0.767850308
3.55,1.047900863
3.56,1.326924533
3.57,1.604647933
3.58,1.880798984
3.59,2.155107183
3.6,2.427303874
3.61,2.69712252
3.62,2.964298961
3.63,3.228571685
3.64,3.489682083
3.65,3.747374707
3.66,4.001397521
3.67,4.251502152
3.68,4.497444134
3.69,4.738983145
3.7,4.975883246
3.71,5.207913109
3.72,5.434846242
3.73,5.656461209
3.74,5.872541845
3.75,6.08287746
3.76,6.287263048
3.77,6.485499476
3.78,6.677393678
3.79,6.862758838
3.8,7.041414564
3.81,7.213187061
3.82,7.377909293
3.83,7.535421139
3.84,7.685569543
3.85,7.828208655
3.86,7.963199968
3.87,8.090412445
3.88,8.20972264
3.89,8.321014808
3.9,8.424181017
3.91,8.519121242
3.92,8.605743456
3.93,8.683963715
3.94,8.753706235
3.95,8.814903458
3.96,8.867496113
3.97,8.911433274
3.98,8.946672397
3.99,8.973179368
4,8.990928527
4.01,8.999902692
4.02,9.000093178
4.03,8.991499799
4.04,8.974130875
4.05,8.948003217
4.06,8.913142118
4.07,8.869581328
4.08,8.817363024
4.09,8.75653777
4.1,8.687164477
4.11,8.609310343
4.12,8.523050799
4.13,8.428469436
4.14,8.325657931
4.15,8.214715964
4.16,8.095751128
4.17,7.968878829
4.18,7.834222183
4.19,7.691911899
4.2,7.542086165
4.21,7.384890513
4.22,7.22047769
4.23,7.049007514
4.24,6.870646723
4.25,6.685568824
4.26,6.493953926
4.27,6.295988569
4.28,6.091865554
4.29,5.881783751
4.3,5.66594792
4.31,5.444568505
4.32,5.21786144
4.33,4.986047935
4.34,4.749354269
4.35,4.508011563
4.36,4.262255563
4.37,4.012326404
4.38,3.758468378
4.39,3.500929694
4.4,3.239962234
4.41,2.975821302
4.42,2.708765377
4.43,2.43905585
4.44,2.16695677
4.45,1.892734579
4.46,1.616657846
4.47,1.338996998
4.48,1.060024052
4.49,0.780012342
4.5,0.499236244
4.51,0.2179709
